"TIME","GEO","AGE","SEX","UNIT","Value","Flag and Footnotes"
"1960","European Union - 27 countries (from 2020)","Total","Males","Number",":",""
"1960","European Union - 28 countries (2013-2020)","Total","Males","Number",":",""
"1960","European Union - 27 countries (2007-2013)","Total","Males","Number",":",""
"1960","Euro area - 19 countries  (from 2015)","Total","Males","Number",":",""
"1960","Euro area - 18 countries (2014)","Total","Males","Number",":",""
"1960","Belgium","Total","Males","Number","4,477,933",""
"1960","Bulgaria","Total","Males","Number","3,908,203",""
"1960","Czechia","Total","Males","Number","4,696,688",""
"1960","Denmark","Total","Males","Number","2,264,558",""
"1960","Germany (until 1990 former territory of the FRG)","Total","Males","Number","25,911,727",""
"1960","Germany including former GDR","Total","Males","Number","33,686,416",""
"1960","Estonia","Total","Males","Number","532,034",""
"1960","Ireland","Total","Males","Number","1,429,000",""
"1960","Greece","Total","Males","Number","4,015,284",""
"1960","Spain","Total","Males","Number","14,831,040",""
"1960","France","Total","Males","Number",":",""
"1960","France (metropolitan)","Total","Males","Number","22,046,611",""
"1960","Croatia","Total","Males","Number",":",""
"1960","Italy","Total","Males","Number","24,498,900",""
"1960","Cyprus","Total","Males","Number",":",""
"1960","Latvia","Total","Males","Number",":",""
"1960","Lithuania","Total","Males","Number",":",""
"1960","Luxembourg","Total","Males","Number","154,572",""
"1960","Hungary","Total","Males","Number","4,804,043",""
"1960","Malta","Total","Males","Number",":",""
"1960","Netherlands","Total","Males","Number","5,686,152",""
"1960","Austria","Total","Males","Number","3,273,218",""
"1960","Poland","Total","Males","Number","14,226,100",""
"1960","Portugal","Total","Males","Number","4,222,790",""
"1960","Romania","Total","Males","Number",":",""
"1960","Slovenia","Total","Males","Number",":",""
"1960","Slovakia","Total","Males","Number","1,941,448",""
"1960","Finland","Total","Males","Number","2,124,665",""
"1960","Sweden","Total","Males","Number","3,727,770",""
"1960","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Total","Males","Number",":",""
"1960","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Total","Males","Number",":",""
"1960","European Free Trade Association","Total","Males","Number","4,438,563",""
"1960","Iceland","Total","Males","Number","87,773",""
"1960","Liechtenstein","Total","Males","Number","7,932",""
"1960","Norway","Total","Males","Number","1,777,758",""
"1960","Switzerland","Total","Males","Number","2,565,100",""
"1960","United Kingdom","Total","Males","Number","25,200,000",""
"1960","Montenegro","Total","Males","Number",":",""
"1960","North Macedonia","Total","Males","Number",":",""
"1960","Albania","Total","Males","Number",":",""
"1960","Serbia","Total","Males","Number",":",""
"1960","Turkey","Total","Males","Number","13,831,252",""
"1960","Andorra","Total","Males","Number",":",""
"1960","Belarus","Total","Males","Number",":",""
"1960","Bosnia and Herzegovina","Total","Males","Number",":",""
"1960","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Males","Number",":",""
"1960","Moldova","Total","Males","Number",":",""
"1960","Monaco","Total","Males","Number",":",""
"1960","Russia","Total","Males","Number",":",""
"1960","San Marino","Total","Males","Number",":",""
"1960","Ukraine","Total","Males","Number",":",""
"1960","Armenia","Total","Males","Number",":",""
"1960","Azerbaijan","Total","Males","Number",":",""
"1960","Georgia","Total","Males","Number",":",""
"1961","European Union - 27 countries (from 2020)","Total","Males","Number",":",""
"1961","European Union - 28 countries (2013-2020)","Total","Males","Number",":",""
"1961","European Union - 27 countries (2007-2013)","Total","Males","Number",":",""
"1961","Euro area - 19 countries  (from 2015)","Total","Males","Number",":",""
"1961","Euro area - 18 countries (2014)","Total","Males","Number",":",""
"1961","Belgium","Total","Males","Number","4,497,822",""
"1961","Bulgaria","Total","Males","Number","3,946,909",""
"1961","Czechia","Total","Males","Number","4,637,928",""
"1961","Denmark","Total","Males","Number","2,277,768",""
"1961","Germany (until 1990 former territory of the FRG)","Total","Males","Number","26,327,705",""
"1961","Germany including former GDR","Total","Males","Number","34,072,979",""
"1961","Estonia","Total","Males","Number","538,783",""
"1961","Ireland","Total","Males","Number","1,419,100",""
"1961","Greece","Total","Males","Number","4,069,908",""
"1961","Spain","Total","Males","Number","14,956,240",""
"1961","France","Total","Males","Number",":",""
"1961","France (metropolitan)","Total","Males","Number","22,278,575",""
"1961","Croatia","Total","Males","Number",":",""
"1961","Italy","Total","Males","Number","24,668,700",""
"1961","Cyprus","Total","Males","Number","281,983",""
"1961","Latvia","Total","Males","Number",":",""
"1961","Lithuania","Total","Males","Number",":",""
"1961","Luxembourg","Total","Males","Number","155,481",""
"1961","Hungary","Total","Males","Number","4,828,164",""
"1961","Malta","Total","Males","Number",":",""
"1961","Netherlands","Total","Males","Number","5,754,229",""
"1961","Austria","Total","Males","Number","3,291,596",""
"1961","Poland","Total","Males","Number",":",""
"1961","Portugal","Total","Males","Number","4,254,416",""
"1961","Romania","Total","Males","Number",":",""
"1961","Slovenia","Total","Males","Number",":",""
"1961","Slovakia","Total","Males","Number","2,060,226",""
"1961","Finland","Total","Males","Number","2,142,263",""
"1961","Sweden","Total","Males","Number","3,740,119",""
"1961","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Total","Males","Number",":",""
"1961","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Total","Males","Number",":",""
"1961","European Free Trade Association","Total","Males","Number","4,486,050",""
"1961","Iceland","Total","Males","Number","89,578",""
"1961","Liechtenstein","Total","Males","Number","8,130",""
"1961","Norway","Total","Males","Number","1,791,144",""
"1961","Switzerland","Total","Males","Number","2,597,198",""
"1961","United Kingdom","Total","Males","Number","25,400,000",""
"1961","Montenegro","Total","Males","Number",":",""
"1961","North Macedonia","Total","Males","Number",":",""
"1961","Albania","Total","Males","Number",":",""
"1961","Serbia","Total","Males","Number",":",""
"1961","Turkey","Total","Males","Number","14,148,847",""
"1961","Andorra","Total","Males","Number",":",""
"1961","Belarus","Total","Males","Number",":",""
"1961","Bosnia and Herzegovina","Total","Males","Number",":",""
"1961","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Males","Number",":",""
"1961","Moldova","Total","Males","Number",":",""
"1961","Monaco","Total","Males","Number",":",""
"1961","Russia","Total","Males","Number",":",""
"1961","San Marino","Total","Males","Number",":",""
"1961","Ukraine","Total","Males","Number",":",""
"1961","Armenia","Total","Males","Number",":",""
"1961","Azerbaijan","Total","Males","Number",":",""
"1961","Georgia","Total","Males","Number",":",""
"1962","European Union - 27 countries (from 2020)","Total","Males","Number",":",""
"1962","European Union - 28 countries (2013-2020)","Total","Males","Number",":",""
"1962","European Union - 27 countries (2007-2013)","Total","Males","Number",":",""
"1962","Euro area - 19 countries  (from 2015)","Total","Males","Number",":",""
"1962","Euro area - 18 countries (2014)","Total","Males","Number",":",""
"1962","Belgium","Total","Males","Number","4,496,860",""
"1962","Bulgaria","Total","Males","Number","3,985,191",""
"1962","Czechia","Total","Males","Number","4,658,142",""
"1962","Denmark","Total","Males","Number","2,295,948",""
"1962","Germany (until 1990 former territory of the FRG)","Total","Males","Number","26,637,794",""
"1962","Germany including former GDR","Total","Males","Number","34,342,151",""
"1962","Estonia","Total","Males","Number","547,734",""
"1962","Ireland","Total","Males","Number","1,421,200",""
"1962","Greece","Total","Males","Number","4,121,760",""
"1962","Spain","Total","Males","Number","15,029,826",""
"1962","France","Total","Males","Number",":",""
"1962","France (metropolitan)","Total","Males","Number","22,551,930",""
"1962","Croatia","Total","Males","Number",":",""
"1962","Italy","Total","Males","Number","24,829,100",""
"1962","Cyprus","Total","Males","Number","284,000",""
"1962","Latvia","Total","Males","Number",":",""
"1962","Lithuania","Total","Males","Number",":",""
"1962","Luxembourg","Total","Males","Number","157,300",""
"1962","Hungary","Total","Males","Number","4,851,471",""
"1962","Malta","Total","Males","Number",":",""
"1962","Netherlands","Total","Males","Number","5,838,368",""
"1962","Austria","Total","Males","Number","3,313,774",""
"1962","Poland","Total","Males","Number",":",""
"1962","Portugal","Total","Males","Number","4,293,700",""
"1962","Romania","Total","Males","Number",":",""
"1962","Slovenia","Total","Males","Number",":",""
"1962","Slovakia","Total","Males","Number","2,085,605",""
"1962","Finland","Total","Males","Number","2,157,873",""
"1962","Sweden","Total","Males","Number","3,763,040",""
"1962","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Total","Males","Number",":",""
"1962","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Total","Males","Number",":",""
"1962","European Free Trade Association","Total","Males","Number","4,578,546",""
"1962","Iceland","Total","Males","Number","91,355",""
"1962","Liechtenstein","Total","Males","Number","8,430",""
"1962","Norway","Total","Males","Number","1,806,200",""
"1962","Switzerland","Total","Males","Number","2,672,561",""
"1962","United Kingdom","Total","Males","Number","25,700,000",""
"1962","Montenegro","Total","Males","Number",":",""
"1962","North Macedonia","Total","Males","Number",":",""
"1962","Albania","Total","Males","Number",":",""
"1962","Serbia","Total","Males","Number",":",""
"1962","Turkey","Total","Males","Number","14,491,767",""
"1962","Andorra","Total","Males","Number",":",""
"1962","Belarus","Total","Males","Number",":",""
"1962","Bosnia and Herzegovina","Total","Males","Number",":",""
"1962","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Males","Number",":",""
"1962","Moldova","Total","Males","Number",":",""
"1962","Monaco","Total","Males","Number",":",""
"1962","Russia","Total","Males","Number",":",""
"1962","San Marino","Total","Males","Number",":",""
"1962","Ukraine","Total","Males","Number",":",""
"1962","Armenia","Total","Males","Number",":",""
"1962","Azerbaijan","Total","Males","Number",":",""
"1962","Georgia","Total","Males","Number",":",""
"1963","European Union - 27 countries (from 2020)","Total","Males","Number",":",""
"1963","European Union - 28 countries (2013-2020)","Total","Males","Number",":",""
"1963","European Union - 27 countries (2007-2013)","Total","Males","Number",":",""
"1963","Euro area - 19 countries  (from 2015)","Total","Males","Number",":",""
"1963","Euro area - 18 countries (2014)","Total","Males","Number",":",""
"1963","Belgium","Total","Males","Number","4,529,505",""
"1963","Bulgaria","Total","Males","Number","4,017,678",""
"1963","Czechia","Total","Males","Number","4,675,376",""
"1963","Denmark","Total","Males","Number","2,313,679",""
"1963","Germany (until 1990 former territory of the FRG)","Total","Males","Number","27,028,246",""
"1963","Germany including former GDR","Total","Males","Number","34,772,182",""
"1963","Estonia","Total","Males","Number","557,386",""
"1963","Ireland","Total","Males","Number","1,430,200",""
"1963","Greece","Total","Males","Number","4,115,104",""
"1963","Spain","Total","Males","Number","15,166,264",""
"1963","France","Total","Males","Number",":",""
"1963","France (metropolitan)","Total","Males","Number","23,148,583",""
"1963","Croatia","Total","Males","Number",":",""
"1963","Italy","Total","Males","Number","25,000,600",""
"1963","Cyprus","Total","Males","Number","285,000",""
"1963","Latvia","Total","Males","Number",":",""
"1963","Lithuania","Total","Males","Number",":",""
"1963","Luxembourg","Total","Males","Number","159,100",""
"1963","Hungary","Total","Males","Number","4,863,372",""
"1963","Malta","Total","Males","Number",":",""
"1963","Netherlands","Total","Males","Number","5,923,811",""
"1963","Austria","Total","Males","Number","3,337,633",""
"1963","Poland","Total","Males","Number",":",""
"1963","Portugal","Total","Males","Number","4,314,750",""
"1963","Romania","Total","Males","Number",":",""
"1963","Slovenia","Total","Males","Number",":",""
"1963","Slovakia","Total","Males","Number","2,107,029",""
"1963","Finland","Total","Males","Number","2,174,124",""
"1963","Sweden","Total","Males","Number","3,782,252",""
"1963","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Total","Males","Number",":",""
"1963","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Total","Males","Number",":",""
"1963","European Free Trade Association","Total","Males","Number","4,662,022",""
"1963","Iceland","Total","Males","Number","93,002",""
"1963","Liechtenstein","Total","Males","Number","8,780",""
"1963","Norway","Total","Males","Number","1,820,146",""
"1963","Switzerland","Total","Males","Number","2,740,094",""
"1963","United Kingdom","Total","Males","Number","25,900,000",""
"1963","Montenegro","Total","Males","Number",":",""
"1963","North Macedonia","Total","Males","Number",":",""
"1963","Albania","Total","Males","Number",":",""
"1963","Serbia","Total","Males","Number",":",""
"1963","Turkey","Total","Males","Number","14,861,038",""
"1963","Andorra","Total","Males","Number",":",""
"1963","Belarus","Total","Males","Number",":",""
"1963","Bosnia and Herzegovina","Total","Males","Number",":",""
"1963","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Males","Number",":",""
"1963","Moldova","Total","Males","Number",":",""
"1963","Monaco","Total","Males","Number",":",""
"1963","Russia","Total","Males","Number",":",""
"1963","San Marino","Total","Males","Number",":",""
"1963","Ukraine","Total","Males","Number",":",""
"1963","Armenia","Total","Males","Number",":",""
"1963","Azerbaijan","Total","Males","Number",":",""
"1963","Georgia","Total","Males","Number",":",""
"1964","European Union - 27 countries (from 2020)","Total","Males","Number",":",""
"1964","European Union - 28 countries (2013-2020)","Total","Males","Number",":",""
"1964","European Union - 27 countries (2007-2013)","Total","Males","Number",":",""
"1964","Euro area - 19 countries  (from 2015)","Total","Males","Number",":",""
"1964","Euro area - 18 countries (2014)","Total","Males","Number",":",""
"1964","Belgium","Total","Males","Number","4,571,125",""
"1964","Bulgaria","Total","Males","Number","4,051,406",""
"1964","Czechia","Total","Males","Number","4,703,799",""
"1964","Denmark","Total","Males","Number","2,331,881",""
"1964","Germany (until 1990 former territory of the FRG)","Total","Males","Number","27,351,588",""
"1964","Germany including former GDR","Total","Males","Number","35,136,070",""
"1964","Estonia","Total","Males","Number","567,580",""
"1964","Ireland","Total","Males","Number","1,438,000",""
"1964","Greece","Total","Males","Number","4,143,702",""
"1964","Spain","Total","Males","Number","15,320,452",""
"1964","France","Total","Males","Number",":",""
"1964","France (metropolitan)","Total","Males","Number","23,389,326",""
"1964","Croatia","Total","Males","Number",":",""
"1964","Italy","Total","Males","Number","25,186,700",""
"1964","Cyprus","Total","Males","Number","288,200",""
"1964","Latvia","Total","Males","Number",":",""
"1964","Lithuania","Total","Males","Number",":",""
"1964","Luxembourg","Total","Males","Number","160,400",""
"1964","Hungary","Total","Males","Number","4,880,359",""
"1964","Malta","Total","Males","Number",":",""
"1964","Netherlands","Total","Males","Number","6,001,376",""
"1964","Austria","Total","Males","Number","3,363,383",""
"1964","Poland","Total","Males","Number",":",""
"1964","Portugal","Total","Males","Number","4,328,900",""
"1964","Romania","Total","Males","Number",":",""
"1964","Slovenia","Total","Males","Number",":",""
"1964","Slovakia","Total","Males","Number","2,129,248",""
"1964","Finland","Total","Males","Number","2,190,753",""
"1964","Sweden","Total","Males","Number","3,805,699",""
"1964","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Total","Males","Number",":",""
"1964","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Total","Males","Number",":",""
"1964","European Free Trade Association","Total","Males","Number","4,734,567",""
"1964","Iceland","Total","Males","Number","94,708",""
"1964","Liechtenstein","Total","Males","Number","9,202",""
"1964","Norway","Total","Males","Number","1,833,632",""
"1964","Switzerland","Total","Males","Number","2,797,025",""
"1964","United Kingdom","Total","Males","Number","26,100,000",""
"1964","Montenegro","Total","Males","Number",":",""
"1964","North Macedonia","Total","Males","Number",":",""
"1964","Albania","Total","Males","Number",":",""
"1964","Serbia","Total","Males","Number",":",""
"1964","Turkey","Total","Males","Number","15,257,821",""
"1964","Andorra","Total","Males","Number",":",""
"1964","Belarus","Total","Males","Number",":",""
"1964","Bosnia and Herzegovina","Total","Males","Number",":",""
"1964","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Males","Number",":",""
"1964","Moldova","Total","Males","Number",":",""
"1964","Monaco","Total","Males","Number",":",""
"1964","Russia","Total","Males","Number",":",""
"1964","San Marino","Total","Males","Number",":",""
"1964","Ukraine","Total","Males","Number",":",""
"1964","Armenia","Total","Males","Number",":",""
"1964","Azerbaijan","Total","Males","Number",":",""
"1964","Georgia","Total","Males","Number",":",""
"1965","European Union - 27 countries (from 2020)","Total","Males","Number",":",""
"1965","European Union - 28 countries (2013-2020)","Total","Males","Number",":",""
"1965","European Union - 27 countries (2007-2013)","Total","Males","Number",":",""
"1965","Euro area - 19 countries  (from 2015)","Total","Males","Number",":",""
"1965","Euro area - 18 countries (2014)","Total","Males","Number",":",""
"1965","Belgium","Total","Males","Number","4,627,860",""
"1965","Bulgaria","Total","Males","Number","4,085,011",""
"1965","Czechia","Total","Males","Number","4,732,662",""
"1965","Denmark","Total","Males","Number","2,350,377",""
"1965","Germany (until 1990 former territory of the FRG)","Total","Males","Number","27,764,732",""
"1965","Germany including former GDR","Total","Males","Number","35,512,866",""
"1965","Estonia","Total","Males","Number","578,142",""
"1965","Ireland","Total","Males","Number","1,444,300",""
"1965","Greece","Total","Males","Number","4,136,253",""
"1965","Spain","Total","Males","Number","15,496,498",""
"1965","France","Total","Males","Number",":",""
"1965","France (metropolitan)","Total","Males","Number","23,640,222",""
"1965","Croatia","Total","Males","Number",":",""
"1965","Italy","Total","Males","Number","25,408,000",""
"1965","Cyprus","Total","Males","Number","290,200",""
"1965","Latvia","Total","Males","Number",":",""
"1965","Lithuania","Total","Males","Number",":",""
"1965","Luxembourg","Total","Males","Number","162,500",""
"1965","Hungary","Total","Males","Number","4,896,837",""
"1965","Malta","Total","Males","Number",":",""
"1965","Netherlands","Total","Males","Number","6,090,529",""
"1965","Austria","Total","Males","Number","3,390,044",""
"1965","Poland","Total","Males","Number","15,206,400",""
"1965","Portugal","Total","Males","Number","4,307,140",""
"1965","Romania","Total","Males","Number",":",""
"1965","Slovenia","Total","Males","Number",":",""
"1965","Slovakia","Total","Males","Number","2,151,833",""
"1965","Finland","Total","Males","Number","2,200,340",""
"1965","Sweden","Total","Males","Number","3,840,897",""
"1965","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Total","Males","Number",":",""
"1965","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Total","Males","Number",":",""
"1965","European Free Trade Association","Total","Males","Number","4,792,330",""
"1965","Iceland","Total","Males","Number","96,320",""
"1965","Liechtenstein","Total","Males","Number","9,625",""
"1965","Norway","Total","Males","Number","1,848,018",""
"1965","Switzerland","Total","Males","Number","2,838,367",""
"1965","United Kingdom","Total","Males","Number","26,300,000",""
"1965","Montenegro","Total","Males","Number",":",""
"1965","North Macedonia","Total","Males","Number",":",""
"1965","Albania","Total","Males","Number",":",""
"1965","Serbia","Total","Males","Number",":",""
"1965","Turkey","Total","Males","Number","15,683,416",""
"1965","Andorra","Total","Males","Number",":",""
"1965","Belarus","Total","Males","Number",":",""
"1965","Bosnia and Herzegovina","Total","Males","Number",":",""
"1965","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Males","Number",":",""
"1965","Moldova","Total","Males","Number",":",""
"1965","Monaco","Total","Males","Number",":",""
"1965","Russia","Total","Males","Number",":",""
"1965","San Marino","Total","Males","Number",":",""
"1965","Ukraine","Total","Males","Number",":",""
"1965","Armenia","Total","Males","Number",":",""
"1965","Azerbaijan","Total","Males","Number",":",""
"1965","Georgia","Total","Males","Number",":",""
"1966","European Union - 27 countries (from 2020)","Total","Males","Number",":",""
"1966","European Union - 28 countries (2013-2020)","Total","Males","Number",":",""
"1966","European Union - 27 countries (2007-2013)","Total","Males","Number",":",""
"1966","Euro area - 19 countries  (from 2015)","Total","Males","Number",":",""
"1966","Euro area - 18 countries (2014)","Total","Males","Number",":",""
"1966","Belgium","Total","Males","Number","4,661,825",""
"1966","Bulgaria","Total","Males","Number","4,115,830",""
"1966","Czechia","Total","Males","Number","4,755,492",""
"1966","Denmark","Total","Males","Number","2,367,216",""
"1966","Germany (until 1990 former territory of the FRG)","Total","Males","Number","28,171,017",""
"1966","Germany including former GDR","Total","Males","Number","35,950,678",""
"1966","Estonia","Total","Males","Number","588,549",""
"1966","Ireland","Total","Males","Number","1,448,000",""
"1966","Greece","Total","Males","Number","4,178,588",""
"1966","Spain","Total","Males","Number","15,683,942",""
"1966","France","Total","Males","Number",":",""
"1966","France (metropolitan)","Total","Males","Number","23,833,347",""
"1966","Croatia","Total","Males","Number",":",""
"1966","Italy","Total","Males","Number","25,607,700",""
"1966","Cyprus","Total","Males","Number","292,100",""
"1966","Latvia","Total","Males","Number",":",""
"1966","Lithuania","Total","Males","Number",":",""
"1966","Luxembourg","Total","Males","Number","163,900",""
"1966","Hungary","Total","Males","Number","4,909,957",""
"1966","Malta","Total","Males","Number",":",""
"1966","Netherlands","Total","Males","Number","6,178,283",""
"1966","Austria","Total","Males","Number","3,417,414",""
"1966","Poland","Total","Males","Number",":",""
"1966","Portugal","Total","Males","Number","4,268,630",""
"1966","Romania","Total","Males","Number",":",""
"1966","Slovenia","Total","Males","Number",":",""
"1966","Slovakia","Total","Males","Number","2,172,205",""
"1966","Finland","Total","Males","Number","2,207,250",""
"1966","Sweden","Total","Males","Number","3,882,473",""
"1966","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Total","Males","Number",":",""
"1966","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Total","Males","Number",":",""
"1966","European Free Trade Association","Total","Males","Number","4,836,997",""
"1966","Iceland","Total","Males","Number","98,013",""
"1966","Liechtenstein","Total","Males","Number","9,600",""
"1966","Norway","Total","Males","Number","1,862,338",""
"1966","Switzerland","Total","Males","Number","2,867,046",""
"1966","United Kingdom","Total","Males","Number","26,439,500",""
"1966","Montenegro","Total","Males","Number",":",""
"1966","North Macedonia","Total","Males","Number",":",""
"1966","Albania","Total","Males","Number",":",""
"1966","Serbia","Total","Males","Number",":",""
"1966","Turkey","Total","Males","Number","16,028,174",""
"1966","Andorra","Total","Males","Number",":",""
"1966","Belarus","Total","Males","Number",":",""
"1966","Bosnia and Herzegovina","Total","Males","Number",":",""
"1966","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Males","Number",":",""
"1966","Moldova","Total","Males","Number",":",""
"1966","Monaco","Total","Males","Number",":",""
"1966","Russia","Total","Males","Number",":",""
"1966","San Marino","Total","Males","Number",":",""
"1966","Ukraine","Total","Males","Number",":",""
"1966","Armenia","Total","Males","Number",":",""
"1966","Azerbaijan","Total","Males","Number",":",""
"1966","Georgia","Total","Males","Number",":",""
"1967","European Union - 27 countries (from 2020)","Total","Males","Number",":",""
"1967","European Union - 28 countries (2013-2020)","Total","Males","Number",":",""
"1967","European Union - 27 countries (2007-2013)","Total","Males","Number",":",""
"1967","Euro area - 19 countries  (from 2015)","Total","Males","Number",":",""
"1967","Euro area - 18 countries (2014)","Total","Males","Number",":",""
"1967","Belgium","Total","Males","Number","4,687,436",""
"1967","Bulgaria","Total","Males","Number","4,143,284",""
"1967","Czechia","Total","Males","Number","4,773,744",""
"1967","Denmark","Total","Males","Number","2,387,544",""
"1967","Germany (until 1990 former territory of the FRG)","Total","Males","Number","28,399,595",""
"1967","Germany including former GDR","Total","Males","Number","36,207,850",""
"1967","Estonia","Total","Males","Number","595,864",""
"1967","Ireland","Total","Males","Number","1,455,000",""
"1967","Greece","Total","Males","Number","4,200,242",""
"1967","Spain","Total","Males","Number","15,874,608",""
"1967","France","Total","Males","Number",":",""
"1967","France (metropolitan)","Total","Males","Number","24,042,175",""
"1967","Croatia","Total","Males","Number",":",""
"1967","Italy","Total","Males","Number","25,803,300",""
"1967","Cyprus","Total","Males","Number","294,000",""
"1967","Latvia","Total","Males","Number",":",""
"1967","Lithuania","Total","Males","Number",":",""
"1967","Luxembourg","Total","Males","Number","164,575",""
"1967","Hungary","Total","Males","Number","4,929,411",""
"1967","Malta","Total","Males","Number",":",""
"1967","Netherlands","Total","Males","Number","6,262,052",""
"1967","Austria","Total","Males","Number","3,450,360",""
"1967","Poland","Total","Males","Number",":",""
"1967","Portugal","Total","Males","Number","4,226,340",""
"1967","Romania","Total","Males","Number",":",""
"1967","Slovenia","Total","Males","Number",":",""
"1967","Slovakia","Total","Males","Number","2,191,198",""
"1967","Finland","Total","Males","Number","2,218,601",""
"1967","Sweden","Total","Males","Number","3,919,170",""
"1967","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Total","Males","Number",":",""
"1967","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Total","Males","Number",":",""
"1967","European Free Trade Association","Total","Males","Number","4,888,082",""
"1967","Iceland","Total","Males","Number","99,696",""
"1967","Liechtenstein","Total","Males","Number","9,947",""
"1967","Norway","Total","Males","Number","1,875,779",""
"1967","Switzerland","Total","Males","Number","2,902,660",""
"1967","United Kingdom","Total","Males","Number","26,592,300",""
"1967","Montenegro","Total","Males","Number",":",""
"1967","North Macedonia","Total","Males","Number",":",""
"1967","Albania","Total","Males","Number",":",""
"1967","Serbia","Total","Males","Number",":",""
"1967","Turkey","Total","Males","Number","16,397,405",""
"1967","Andorra","Total","Males","Number",":",""
"1967","Belarus","Total","Males","Number",":",""
"1967","Bosnia and Herzegovina","Total","Males","Number",":",""
"1967","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Males","Number",":",""
"1967","Moldova","Total","Males","Number",":",""
"1967","Monaco","Total","Males","Number",":",""
"1967","Russia","Total","Males","Number",":",""
"1967","San Marino","Total","Males","Number",":",""
"1967","Ukraine","Total","Males","Number",":",""
"1967","Armenia","Total","Males","Number",":",""
"1967","Azerbaijan","Total","Males","Number",":",""
"1967","Georgia","Total","Males","Number",":",""
"1968","European Union - 27 countries (from 2020)","Total","Males","Number",":",""
"1968","European Union - 28 countries (2013-2020)","Total","Males","Number",":",""
"1968","European Union - 27 countries (2007-2013)","Total","Males","Number",":",""
"1968","Euro area - 19 countries  (from 2015)","Total","Males","Number",":",""
"1968","Euro area - 18 countries (2014)","Total","Males","Number",":",""
"1968","Belgium","Total","Males","Number","4,708,216",""
"1968","Bulgaria","Total","Males","Number","4,167,846",""
"1968","Czechia","Total","Males","Number","4,786,285",""
"1968","Denmark","Total","Males","Number","2,404,948",""
"1968","Germany (until 1990 former territory of the FRG)","Total","Males","Number","28,418,493",""
"1968","Germany including former GDR","Total","Males","Number","36,248,398",""
"1968","Estonia","Total","Males","Number","601,452",""
"1968","Ireland","Total","Males","Number","1,461,900",""
"1968","Greece","Total","Males","Number","4,254,482",""
"1968","Spain","Total","Males","Number","16,083,110",""
"1968","France","Total","Males","Number",":",""
"1968","France (metropolitan)","Total","Males","Number","24,213,366",""
"1968","Croatia","Total","Males","Number",":",""
"1968","Italy","Total","Males","Number","25,974,500",""
"1968","Cyprus","Total","Males","Number","295,900",""
"1968","Latvia","Total","Males","Number",":",""
"1968","Lithuania","Total","Males","Number",":",""
"1968","Luxembourg","Total","Males","Number","164,200",""
"1968","Hungary","Total","Males","Number","4,949,843",""
"1968","Malta","Total","Males","Number",":",""
"1968","Netherlands","Total","Males","Number","6,317,025",""
"1968","Austria","Total","Males","Number","3,481,478",""
"1968","Poland","Total","Males","Number",":",""
"1968","Portugal","Total","Males","Number","4,222,680",""
"1968","Romania","Total","Males","Number","9,670,757",""
"1968","Slovenia","Total","Males","Number",":",""
"1968","Slovakia","Total","Males","Number","2,208,347",""
"1968","Finland","Total","Males","Number","2,232,588",""
"1968","Sweden","Total","Males","Number","3,942,223",""
"1968","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Total","Males","Number",":",""
"1968","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Total","Males","Number",":",""
"1968","European Free Trade Association","Total","Males","Number","4,946,967",""
"1968","Iceland","Total","Males","Number","101,302",""
"1968","Liechtenstein","Total","Males","Number","10,216",""
"1968","Norway","Total","Males","Number","1,891,941",""
"1968","Switzerland","Total","Males","Number","2,943,508",""
"1968","United Kingdom","Total","Males","Number","26,728,800",""
"1968","Montenegro","Total","Males","Number",":",""
"1968","North Macedonia","Total","Males","Number",":",""
"1968","Albania","Total","Males","Number",":",""
"1968","Serbia","Total","Males","Number",":",""
"1968","Turkey","Total","Males","Number","16,792,103",""
"1968","Andorra","Total","Males","Number",":",""
"1968","Belarus","Total","Males","Number",":",""
"1968","Bosnia and Herzegovina","Total","Males","Number",":",""
